STATION,DATE,REPORT_TYPE,SOURCE,AWND,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupElevationUnit,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,CDSD,CLDD,DSNW,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,HDSD,HTDD,HeavyFog,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,REM,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,Sunrise,Sunset,TStorms,WindEquipmentChangeDate
72208013880,2000-01-12T15:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.21,42,71,0,,,,35,30.21,,,9.94,,170,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET067KCHS 121956Z 17008KT 10SM CLR 22/06 A3021 RMK AO2 SLP230 T02170056;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-01-12T17:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,45,65,0,,,,49,30.2,,,9.94,,170,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET067KCHS 122156Z 17008KT 10SM CLR 18/07 A3020 RMK AO2 SLP227 T01830072;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-01-15T16:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.62,28,51,0,,0.06,6,41,30.62,,,9.94,,150,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET074KCHS 152056Z 15009KT 10SM CLR 11/M02 A3062 RMK AO2 SLP370 T01061022 56019;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-01-15T17:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.62,30,49,0,,,,48,30.62,,,9.94,,160,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET068KCHS 152156Z 16008KT 10SM CLR 09/M01 A3062 RMK AO2 SLP370 T00941011;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-01-17T17:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.34,36,51,0,,,,56,30.33,,,9.94,,160,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET067KCHS 172156Z 16006KT 10SM CLR 11/02 A3034 RMK AO2 SLP272 T01060022;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-01-19T16:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03,40,48,0,,0.05,6,74,30.02,,,6.96,,160,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET072KCHS 192056Z 16009KT 7SM CLR 09/04 A3003 RMK AO2 SLP167 T00890044 56017;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-02-06T16:00:00,SY-MT,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.37,29,54,0,,0.05,5,38,30.37,,30.32,6.96,43,150,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN076AAXX  06214 72208 35961 01508 10122 21017 30268 40283 55016 92056 555 90621;MET073KCHS 062056Z 15008KT 7SM CLR 12/M02 A3037 RMK AO2 SLP283 T01221017 55016;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-02-15T16:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.21,43,59,0,,0.03,5,56,30.2,,,9.94,,160,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET075KCHS 152056Z 16010KT 10SM CLR 15/06 A3021 RMK AO2 SLP227 T01500061 55011 $;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-02-15T17:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.23,42,55,0,,,,62,30.22,,,9.94,,170,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET067KCHS 152156Z 17012KT 10SM CLR 13/06 A3023 RMK AO2 SLP235 T01280056;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-02-23T15:00:00,FM-15,E,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,53,68,0,,,,59,30.39,,,9.94,,150,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-02-24T13:00:00,SY-MT,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.37,50,71,0,,0.05,8,47,30.36,,30.32,9.94,59,150,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN076AAXX  24184 72208 32666 41507 10217 20100 30268 40282 58017 91756 555 92418;MET096KCHS 241756Z 15007KT 080V210 10SM SCT046 22/10 A3037 RMK AO2 SLP282 T02170100 10222 20089 58017;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-02-24T14:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.34,51,73,0,,,,46,30.34,,,9.94,,150,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET070KCHS 241856Z 15008KT 10SM BKN050 23/11 A3034 RMK AO2 SLP273 T02280106;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-02-25T15:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.28,51,75,0,,,,43,30.28,,,9.94,,150,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET066KCHS 251956Z 15009KT 10SM CLR 24/11 A3028 RMK AO2 SLP23 T02390106;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-02-25T16:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.27,49,74,0,,0.04,6,41,30.27,,,9.94,,150,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET076KCHS 252056Z 15010KT 10SM FEW070 23/09 A3027 RMK AO2 SLP251 T02330094 56014;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-02-26T11:00:00,FM-15,E,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.36,60,69,0,,,,73,30.35,,,9.94,,150,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-02-26T16:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,57,70,0,,0.05,6,64,30.29,,,9.94,,150,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET082KCHS 262056Z 15009KT 10SM SCT034 21/14 A3030 RMK AO2 SLP258 60000 T02110139 56018;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-02-26T17:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.29,56,71,0,,,,59,30.29,,,9.94,,150,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET070KCHS 262156Z 15008KT 10SM SCT034 22/13 A3029 RMK AO2 SLP257 T02170133;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-02-29T16:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.22,36,69,0,,0.06,6,30,30.22,,,9.94,,150,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET075KCHS 292056Z 15010KT 10SM CLR 21/02 A3022 RMK AO2 SLP233 T02060022 56020 $;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-02-29T17:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.22,34,67,0,,,,30,30.22,,,9.94,,160,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET069KCHS 292156Z 16010KT 10SM CLR 19/01 A3022 RMK AO2 SLP233 T01940011 $;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-03-03T16:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,29.91,42,66,0,,0.07,6,42,29.91,,,9.94,,150,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET073KCHS 032056Z 15009KT 10SM CLR 19/06 A2991 RMK AO2 SLP127 T01890056 56024;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-03-03T17:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,43,62,0,,,,50,29.9,,,9.94,,150,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET067KCHS 032156Z 15009KT 10SM CLR 17/06 A2990 RMK AO2 SLP124 T01670061;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-03-04T11:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,29.75,60,63,0,,,,90,29.75,,,6.96,,160,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET088KCHS 041556Z 16009KT 7SM BKN008 OVC013 17/16 A2975 RMK AO2 CIG 006V011 SLP073 T01720156;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-03-04T11:23:00,FM-16,4,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,29.73,61,64,,,,,88,,,,8,,150,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET052KCHS 041623Z 15008KT 8SM OVC011 18/16 A2973 RMK AO2;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-03-05T17:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,29.98,47,67,0,,,,49,29.98,,,9.94,,170,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET067KCHS 052156Z 17011KT 10SM CLR 19/08 A2998 RMK AO2 SLP153 T01940083;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-03-07T12:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.33,43,73,0,,,,34,30.33,,,9.94,,170,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET067KCHS 071656Z 17006KT 10SM CLR 23/06 A3033 RMK AO2 SLP271 T02280061;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-03-07T12:56:00,FM-15,4,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,46,75,,,0.05,8,36,30.3,,,10,,170,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET085KCHS 071756Z 17010KT 10SM CLR 24/08 A3030 RMK AO2 SLP261 T02390083 10239 20078 58016;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-03-07T13:00:00,SY-MT,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,47,75,0,,0.05,8,37,30.3,CLR:00,30.25,9.94,59,170,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN076AAXX  07184 72208 32966 01710 10239 20083 30244 40261 58016 91756 555 90718;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-03-07T15:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.26,47,76,0,,,,36,30.25,,,9.94,,160,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET067KCHS 071956Z 16011KT 10SM CLR 24/08 A3026 RMK AO2 SLP245 T02440083;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-03-07T16:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.24,49,74,0,,0.06,6,41,30.24,,,9.94,,160,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET073KCHS 072056Z 16014KT 10SM CLR 23/09 A3024 RMK AO2 SLP240 T02330094 56022;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-03-14T15:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.26,40,62,0,,,,44,30.25,,,9.94,,170,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET067KCHS 141956Z 17012KT 10SM CLR 17/04 A3026 RMK AO2 SLP244 T01670044;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72208013880,2000-03-15T15:00:00,FM-15,C,,SE,0.25,mi,"TEMP, PRECIP, SNOW",,,"MMTS, SRG, SNOWBOARD",,,WFO CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.23,49,71,0,,,,46,30.22,,,9.94,,170,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET067KCHS 151956Z 17011KT 10SM CLR 22/09 A3023 RMK AO2 SLP235 T02170094;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
